1236379760,5365325115,1
1236379760,5891258124,1
1236379760,5642521615,1
1236379760,2518518621,1
1236379760,1569814722,1
1236379760,2060802181,1
1236379760,3180795171,1
1236379760,6155080505,1
1236379760,1007784453,1
1236379760,2954158375,1
1236379760,6724897268,1
1236379760,3608076852,1
1236379760,1763886260,1
1236379760,6159731762,2
1236379760,6455777467,1
1236379760,3201984440,1
1236379760,6237934761,1
1236379760,2574451277,1
1236379760,6709956464,2
1236379760,1782767213,1
1236379760,2404299363,1
1236379760,6233222696,1
1236379760,5130741812,2
1236379760,5194459289,1
1236379760,6396515121,1
1236379760,5030028495,1
1236379760,2233700374,1
1236379760,1799598977,1
1236379760,5535069623,1
1236379760,5864310833,1
1236379760,2713572722,2
1236379760,1728926727,3
1236379760,5647055222,1
1236379760,5780823550,1
1236379760,1779125055,1
6753248408,2687574797,2
6753248408,5516793549,1
6753248408,5365325115,1
6753248408,1785043483,1
6753248408,5783308074,1
6753248408,3526428907,1
6753248408,6070292267,1
6753248408,5584325023,1
6753248408,2215041461,1
6753248408,6266410334,1
6753248408,5642521615,2
6753248408,5209729352,1
6753248408,3639738494,1
6753248408,1650392844,1
6753248408,2094106580,1
6753248408,6155080505,1
6753248408,6159731762,3
6753248408,5692174252,2
6753248408,5306148224,1
6753248408,6709956464,1
6753248408,1782767213,1
6753248408,5130741812,1
6753248408,5496160542,1
6753248408,1465683560,1
6753248408,5126160730,1
6753248408,2713572722,1
6753248408,1728926727,1
6753248408,2829263913,1
6753248408,2157835001,1
3415617062,3191515377,1
3415617062,5227408995,1
1905958522,2513538574,1
1905958522,6455777467,1
1905958522,6237934761,1
1905958522,6396515121,1
1905958522,5417561930,1
1905958522,1779125055,1
2687574797,5516793549,1
2687574797,5365325115,1
2687574797,1785043483,1
2687574797,5783308074,1
2687574797,3526428907,1
2687574797,6070292267,1
2687574797,5584325023,1
2687574797,2215041461,1
2687574797,5642521615,2
2687574797,5209729352,1
2687574797,3639738494,1
2687574797,1650392844,1
2687574797,2094106580,1
2687574797,6155080505,1
2687574797,6159731762,2
2687574797,5692174252,2
2687574797,5306148224,1
2687574797,6709956464,1
2687574797,3395505830,1
2687574797,1782767213,1
2687574797,5130741812,1
2687574797,5496160542,1
2687574797,1465683560,1
2687574797,5126160730,1
2687574797,2713572722,1
2687574797,1728926727,1
2687574797,3713629755,1
2687574797,2829263913,1
2687574797,2157835001,1
6850125344,2623101697,1
5516793549,5365325115,1
5516793549,1764697744,1
5516793549,1785043483,2
5516793549,5783308074,1
5516793549,3526428907,1
5516793549,5776753787,1
5516793549,6070292267,1
5516793549,5584325023,1
5516793549,2215041461,1
5516793549,5642521615,1
5516793549,2518518621,1
5516793549,5209729352,1
5516793549,3639738494,1
5516793549,2550768935,1
5516793549,1650392844,2
5516793549,2094106580,1
5516793549,6155080505,1
5516793549,6159731762,2
5516793549,3201984440,1
5516793549,5692174252,1
5516793549,5306148224,1
5516793549,2574451277,1
5516793549,6709956464,1
5516793549,1782767213,3
5516793549,6233222696,1
5516793549,5130741812,1
5516793549,5496160542,1
5516793549,1465683560,1
5516793549,6396515121,1
5516793549,5864310833,1
5516793549,5126160730,1
5516793549,2713572722,2
5516793549,1728926727,3
5516793549,2829263913,1
5516793549,2157835001,2
1733909691,5306148224,1
1733909691,1776443554,1
5365325115,1785043483,1
5365325115,5783308074,1
5365325115,3526428907,1
5365325115,6070292267,1
5365325115,6451204319,1
5365325115,5584325023,1
5365325115,2215041461,2
5365325115,5891258124,1
5365325115,5642521615,2
5365325115,5209729352,3
5365325115,2060802181,1
5365325115,3639738494,1
5365325115,1650392844,1
5365325115,2094106580,1
5365325115,6155080505,3
5365325115,2954158375,1
5365325115,6724897268,1
5365325115,1763886260,1
5365325115,6159731762,2
5365325115,5692174252,1
5365325115,5306148224,1
