2971823107,5613969221,2019-03-23
1132273121,1132273121,2019-03-19
6425988975,1132273121,2019-03-26
1996667735,1912879433,2019-03-19
1586096690,2175723794,2019-03-13
1456862082,5827722549,2019-03-17
1990675913,1660130851,2019-03-07
5516533889,1847768447,2019-03-06
3908429184,1847768447,2019-03-06
1771554752,1847768447,2019-03-06
1910620525,1847768447,2019-03-06
1582692104,1847768447,2019-03-06
2026040955,1847768447,2019-03-06
1723602615,1847768447,2019-03-06
2251121624,1847768447,2019-03-06
6169796937,1847768447,2019-03-06
2218044793,1847768447,2019-03-06
2651952943,1847768447,2019-03-06
6452446767,1847768447,2019-03-06
6545019714,1847768447,2019-03-06
1957997042,1847768447,2019-03-06
1411489797,1847768447,2019-03-07
2704164020,1847768447,2019-03-06
2759612193,1847768447,2019-03-06
2880432082,1847768447,2019-03-06
1910548587,1847768447,2019-03-06
2930212755,1847768447,2019-03-06
1294091140,1847768447,2019-03-06
5629524084,1847768447,2019-03-11
2026040955,1847768447,2019-03-09
2108782302,1847768447,2019-03-07
1871912857,1847768447,2019-03-06
5124304675,1847768447,2019-03-06
5061232881,1847768447,2019-03-06
5629408727,1847768447,2019-03-06
3396949404,1847768447,2019-03-06
5509714450,1847768447,2019-03-06
5647556120,1847768447,2019-03-06
1787554491,1847768447,2019-03-06
1498225865,1847768447,2019-03-06
1697799452,1847768447,2019-03-06
5597607717,1847768447,2019-03-06
5272204555,1847768447,2019-03-06
1866848043,1847768447,2019-03-06
5243847672,1847768447,2019-03-06
2110703563,1847768447,2019-03-06
2077754725,1847768447,2019-03-06
2036970800,1847768447,2019-03-06
1766529965,1847768447,2019-03-06
2884382700,1847768447,2019-03-06
5632188632,1847768447,2019-03-06
6793692750,1847768447,2019-03-06
3191818832,1847768447,2019-03-06
6019808840,1847768447,2019-03-06
2464380614,1847768447,2019-03-06
2253302184,1847768447,2019-03-06
271826486,1847768447,2019-03-06
6415037590,1847768447,2019-03-06
5152650099,1847768447,2019-03-06
2168670070,1847768447,2019-03-06
3313023163,1847768447,2019-03-06
6578897683,1847768447,2019-03-06
3095001327,1847768447,2019-03-06
1086676221,1847768447,2019-03-07
1557002520,1847768447,2019-03-06
1057995733,1847768447,2019-03-06
5597607717,1847768447,2019-03-06
5261651744,1847768447,2019-03-06
6220626686,1847768447,2019-03-06
5691368521,1847768447,2019-03-06
3230300411,1893892941,2019-03-03
3162759643,1893892941,2019-03-02
1717522535,1893892941,2019-03-02
1264631705,1893892941,2019-03-02
1902751993,1893892941,2019-03-02
3198412421,1893892941,2019-03-03
5568782192,2415004014,2019-03-02
5766587362,2415004014,2019-03-02
6875652630,2415004014,2019-03-01
2442060377,1238994073,2019-03-01
5405272401,1238994073,2019-03-01
5682715923,1238994073,2019-03-01
5191041328,5343439944,2019-03-01
5878659096,5343439944,2019-03-01
6653306889,6852495791,2019-02-28
5523533122,6852495791,2019-02-28
6222997677,6852495791,2019-02-28
5721803519,6450001497,2019-02-28
6450001497,6450001497,2019-02-28
